"compound_name","filename","voltage","MS2"
"N-Acetyl-L-glutamic acid","210204_Std_4uMStdsMix1InH2O_neg1.mzML",50,"52.51982, 3216; 53.66356, 3269; 58.02865, 39871; 59.01261, 92415; 68.51577, 3611; 73.02826, 5684; 74.02361, 4783; 74.52657, 3468; 79.14964, 3662; 84.04427, 10375; 84.28089, 3514; 98.05994, 5153; 99.17454, 3473; 100.03931, 4035; 100.07559, 63233; 102.05487, 310685; 111.3734, 3224; 116.65482, 4119; 119.46456, 4231; 126.05516, 11419; 128.03424, 131801; 135.45096, 3469; 144.06551, 12798; 145.09724, 6852; 146.04514, 10393; 146.10074, 20095; 188.11163, 5223; 197.54842, 3421; 54.03371, 16804; 54.2434, 17242; 58.02862, 614659; 59.01263, 1472959; 61.51723, 20201; 65.17545, 19665; 66.91903, 16900; 74.02354, 65136; 77.74027, 17894; 82.02869, 51618; 84.04434, 151779; 85.02839, 37876; 89.21175, 17674; 97.11958, 16668; 98.02355, 65917; 98.05999, 99544; 100.03925, 93659; 100.07566, 1011911; 102.05491, 4219939; 110.6245, 17364; 126.05496, 205368; 128.03429, 1896983; 131.31039, 19606; 144.06566, 258074; 146.04494, 160264; 146.10074, 78242; 153.63724, 15992; 166.50999, 19788; 170.04538, 52368; 176.68848, 18186; 188.05614, 22791; 188.11203, 34081; 208.04675, 19101"
"N-Acetyl-L-glutamic acid","210204_Std_4uMStdsMix1InH2O_neg1.mzML",100,"50.41437, 3285; 55.52902, 3661; 56.76064, 3229; 57.33549, 3233; 58.02859, 16026; 59.01261, 30614; 61.41913, 3404; 63.7359, 2827; 67.48657, 3404; 74.02346, 6233; 84.04416, 5018; 87.50382, 3249; 102.05494, 30807; 109.01521, 3308; 113.09417, 3407; 174.20576, 3291; 188.15277, 3799; 191.4924, 3612; 52.01801, 27028; 52.60494, 15590; 58.02861, 189042; 59.01263, 420276; 61.66205, 14964; 62.57747, 15559; 66.83224, 18571; 73.38504, 17185; 74.02353, 83795; 82.02877, 19142; 84.04435, 67939; 84.16611, 17033; 87.22719, 17405; 89.42294, 18626; 100.07566, 23026; 102.05487, 377562; 111.06753, 15412; 128.0343, 44041; 130.92445, 16075; 131.66034, 17930; 133.62799, 18728; 174.2188, 23744; 202.24998, 18098"
"N-Acetyl-L-glutamic acid","210204_Std_4uMStdsMix1InH2O_neg2.mzML",20,"52.30659, 23349; 54.23447, 21927; 56.35029, 23162; 58.0286, 349860; 59.01261, 2274775; 62.27693, 23735; 66.21463, 23264; 69.64604, 22305; 76.46191, 20611; 82.02852, 36967; 84.04433, 58844; 85.02818, 24522; 98.02366, 26351; 98.26413, 20569; 100.03916, 143676; 100.07562, 814704; 102.05486, 3250848; 103.88304, 24633; 104.14447, 23904; 126.05494, 338353; 128.03424, 3911089; 132.99803, 21932; 144.06563, 1469798; 146.04491, 314986; 146.10072, 49799; 170.04506, 883712; 188.05579, 1040296; 188.11156, 165135"
"N-Acetyl-L-glutamic acid","210204_Std_4uMStdsMix1InH2O_neg2.mzML",35,"56.23509, 20923; 58.02719, 15222; 58.02859, 532327; 59.01261, 2129610; 69.85805, 20920; 74.02349, 47258; 82.02863, 45012; 82.17532, 22553; 84.04424, 141616; 85.02833, 33275; 86.6338, 19619; 98.02366, 40094; 98.06004, 46222; 100.03925, 206580; 100.07182, 46134; 100.07562, 1214120; 102.05489, 4627793; 117.41469, 23597; 120.4118, 21514; 126.055, 326791; 128.03426, 3584211; 128.97089, 21686; 139.96614, 21378; 144.06567, 987492; 146.04488, 356312; 146.10074, 91865; 147.08882, 21673; 166.30495, 22160; 170.04515, 332794; 188.05585, 256367; 188.11172, 100399; 209.32693, 24776; 57.80599, 4347; 58.02859, 41152; 59.01261, 165298; 60.09245, 3528; 68.72101, 3413; 71.16733, 3964; 73.02833, 4259; 84.04439, 7688; 85.02793, 4881; 98.02339, 7592; 98.05989, 5472; 100.03928, 16099; 100.07564, 92941; 102.05488, 396715; 126.05503, 20252; 126.13998, 3351; 127.45438, 3298; 128.03432, 277348; 144.06564, 71511; 145.09766, 9214; 146.04482, 25116; 146.10057, 27398; 147.25125, 4434; 147.48743, 4251; 170.04529, 28866; 173.82373, 3636; 188.05574, 22763; 188.11191, 24199"
"N-Acetyl-L-glutamic acid","210204_Std_4uMStdsMix1InH2O_neg2.mzML",50,"56.18563, 24655; 58.0286, 694103; 59.01262, 1604687; 59.44943, 20505; 65.30312, 24346; 70.02865, 21026; 74.02352, 79959; 82.02872, 42197; 84.04433, 173682; 85.02826, 50503; 98.02372, 59040; 98.0599, 91557; 100.03931, 106750; 100.07564, 1050241; 102.05489, 4738806; 116.64234, 23457; 126.05489, 194175; 128.03424, 2018220; 133.48476, 22934; 136.36368, 21982; 144.06557, 204547; 146.04483, 204864; 146.10063, 62458; 170.04509, 23490; 188.11224, 25035; 202.31454, 21911"
"N-Acetyl-L-glutamic acid","210204_Std_4uMStdsMix1InH2O_neg2.mzML",100,"50.08944, 14221; 52.01805, 24405; 54.03356, 15673; 56.56975, 14969; 57.0335, 17918; 58.0286, 224780; 59.01262, 474734; 68.07004, 13806; 71.47334, 14689; 74.02354, 115624; 79.82302, 14320; 84.0443, 52224; 90.24901, 13386; 98.02364, 15355; 99.13741, 13988; 100.07561, 28177; 102.05125, 29313; 102.05489, 405433; 120.54955, 15355; 128.03426, 33961; 128.44113, 13951; 139.36162, 17765; 148.93712, 14403; 150.3678, 16606; 152.43311, 13640; 159.60983, 15252"
"Acetylglycine","210204_Std_4uMStdsMix1InH2O_neg1.mzML",20,"54.0147, 3776; 57.77546, 3428; 60.13942, 3722; 61.9713, 3423; 72.04426, 77772; 74.02354, 661758; 78.4941, 3332; 85.46199, 3380; 86.03042, 3403; 86.44535, 3722; 99.92464, 9689; 100.54363, 3723; 107.87584, 3997; 115.91951, 20111; 115.93844, 13745; 116.02423, 6703; 116.03423, 25677; 116.07055, 6717; 116.92747, 8397; 130.33946, 3374; 65.01326, 4033; 72.04429, 74654; 74.02355, 634519; 89.01345, 11511; 99.92473, 13830; 115.91962, 24747; 115.9386, 13601; 116.02439, 6114; 116.03425, 31464; 116.92741, 4129; 116.97774, 3377"
"Acetylglycine","210204_Std_4uMStdsMix1InH2O_neg1.mzML",35,"51.22514, 3845; 52.15012, 3749; 53.7489, 3333; 56.01306, 4833; 58.42364, 3583; 61.43944, 3382; 64.10693, 3834; 64.21883, 3699; 65.01331, 6264; 69.7323, 3227; 72.0443, 73239; 72.04656, 3907; 74.02355, 679568; 88.46838, 3577; 89.01342, 9894; 92.95674, 3328; 99.92463, 11276; 113.9465, 3359; 115.82986, 3807; 115.91965, 18280; 115.93205, 3481; 115.93858, 11024; 116.02441, 9795; 116.03421, 32994; 116.07098, 4563; 116.07848, 3661"
"Acetylglycine","210204_Std_4uMStdsMix1InH2O_neg1.mzML",50,"52.65075, 4730; 56.2085, 3530; 56.3156, 3770; 56.57451, 3507; 58.55307, 3095; 60.7675, 3514; 63.39072, 3207; 65.01331, 5493; 71.64427, 3152; 72.04427, 58615; 72.04635, 5597; 74.02355, 542388; 76.8857, 3672; 80.67297, 3379; 83.42672, 3893; 85.75528, 3414; 89.01331, 8066; 89.23251, 3038; 89.71815, 3245; 99.92469, 13279; 115.70319, 3636; 115.91964, 18659; 115.93859, 9032; 116.02428, 6543; 116.03425, 16963; 116.92744, 4143"
"Acetylglycine","210204_Std_4uMStdsMix1InH2O_neg1.mzML",100,"52.81553, 3206; 57.87107, 3874; 64.76985, 3147; 65.01328, 8616; 71.10374, 3256; 74.02353, 116190; 78.38759, 3748; 89.01337, 4671; 91.61381, 3412; 99.92467, 37496"
"Acetylglycine","210204_Std_4uMStdsMix1InH2O_neg2.mzML",20,"50.49145, 3547; 56.78683, 3242; 59.04393, 3514; 60.13665, 3455; 60.5036, 3736; 70.35497, 3638; 72.04427, 72031; 74.02355, 683905; 74.29407, 3555; 75.09348, 3286; 77.36993, 3297; 80.26707, 3511; 85.71013, 3495; 85.79207, 4143; 89.01317, 6325; 91.91638, 3593; 115.9197, 5460; 115.93861, 10637; 116.02448, 7794; 116.03432, 35256; 116.07079, 5266; 124.11566, 4068; 55.61338, 3717; 60.06588, 4075; 61.06951, 4217; 64.12168, 3525; 65.01325, 8039; 65.48312, 4140; 66.24043, 3224; 68.55354, 3764; 72.04427, 63726; 74.02354, 615137; 79.13297, 4116; 80.11898, 3286; 85.70084, 3190; 89.01331, 14022; 92.79765, 3441; 98.02366, 5323; 106.78984, 3866; 110.69682, 4130; 115.93185, 4494; 115.93859, 6513; 116.02433, 15227; 116.03408, 25125; 116.07816, 3844; 117.39803, 3831; 120.32264, 3757"
"Acetylglycine","210204_Std_4uMStdsMix1InH2O_neg2.mzML",35,"51.84847, 3481; 58.00761, 3922; 58.01138, 3145; 65.01334, 10362; 65.46516, 3337; 67.97299, 3705; 72.04429, 66667; 74.02356, 590325; 89.01339, 21711; 96.41708, 3499; 96.62217, 3742; 99.48726, 3441; 101.46095, 3438; 115.91971, 4869; 115.93845, 10207; 116.02437, 19112; 116.03435, 30071; 116.07053, 5025; 72.04427, 74373; 74.02354, 657475; 74.64281, 3152; 75.38419, 3652; 75.45608, 3538; 79.97424, 3933; 89.0134, 12479; 94.35741, 4259; 103.57401, 3800; 115.91956, 5962; 115.93875, 7923; 116.02419, 16851; 116.03422, 27310; 116.07069, 4676; 116.92683, 3377; 124.65964, 3829"
"Acetylglycine","210204_Std_4uMStdsMix1InH2O_neg2.mzML",50,"54.02063, 3178; 55.79951, 3481; 56.1044, 3412; 61.91285, 3500; 65.01325, 15383; 72.04428, 46844; 74.02354, 470569; 79.43746, 3884; 88.63847, 3740; 89.01336, 18958; 102.14899, 4713; 115.93863, 7932; 116.0244, 16643; 116.03409, 14594; 116.07068, 4896; 116.07906, 3852; 117.86992, 3403; 53.01234, 3647; 53.708, 3681; 55.50982, 3187; 56.71759, 3253; 57.78712, 3253; 58.09784, 3569; 65.01334, 9477; 69.38757, 3368; 70.40954, 3640; 72.04427, 56869; 74.02354, 569374; 75.35604, 3500; 87.70019, 3580; 89.01335, 15293; 89.20892, 3683; 92.94088, 3270; 115.92003, 3987; 115.93871, 5770; 116.02441, 17165; 116.03397, 16508; 133.237, 3242"
"Acetylglycine","210204_Std_4uMStdsMix1InH2O_neg2.mzML",100,"51.4181, 3266; 58.10275, 3220; 65.01337, 5280; 65.22235, 3443; 74.02355, 112267; 74.32832, 3545; 89.01337, 6625; 91.99059, 3776; 99.92467, 8741; 51.95623, 3505; 54.67115, 3361; 56.46255, 3094; 58.8805, 3579; 64.01818, 3216; 65.01332, 6874; 68.73023, 3292; 72.03161, 3319; 74.02126, 5429; 74.02354, 97879; 78.5292, 3377; 84.28477, 3471; 84.45189, 3507; 89.01323, 7359; 99.92449, 6030; 117.06208, 3777"
"Acetylglycine","210204_Std_4uMStdsMix2InH2O_neg1.mzML",NA,NA
"cis-Aconitic acid","210204_Std_4uMStdsMix1InH2O_neg1.mzML",20,"51.67474, 16919; 56.0763, 19724; 60.68563, 21484; 63.31807, 19667; 65.01336, 22228; 66.8898, 22958; 69.22798, 18146; 85.02831, 6326238; 88.3615, 26784; 89.27869, 17940; 111.00761, 565700; 129.01828, 1116248; 132.05559, 31620; 142.41121, 23374; 154.94643, 759649; 172.95721, 66572; 173.00879, 57290"
"cis-Aconitic acid","210204_Std_4uMStdsMix1InH2O_neg1.mzML",35,"50.20383, 18555; 76.96882, 39815; 83.41187, 20154; 85.02831, 5748336; 85.63099, 18325; 96.04974, 17815; 111.00764, 504076; 119.12515, 19560; 129.01826, 478577; 133.11163, 19395; 154.40863, 20872; 154.94649, 611632; 172.95712, 31742"
"cis-Aconitic acid","210204_Std_4uMStdsMix1InH2O_neg1.mzML",50,"53.96746, 22102; 59.96012, 22106; 67.0177, 37491; 74.25593, 22409; 76.96889, 112375; 77.34278, 23375; 77.78403, 23569; 81.84077, 23438; 83.2541, 20497; 85.02831, 2716932; 91.02878, 21107; 111.00762, 232473; 129.01831, 64709; 150.20462, 26267; 154.94646, 782898; 172.95749, 22142"
"cis-Aconitic acid","210204_Std_4uMStdsMix1InH2O_neg1.mzML",100,"51.54836, 17083; 54.4509, 21056; 55.10551, 18386; 67.83527, 19433; 76.96883, 340611; 85.02824, 45678; 94.97934, 39206; 116.56599, 18886; 130.03401, 20467; 152.69882, 19832; 154.94646, 404184; 154.95335, 13984"
"cis-Aconitic acid","210204_Std_4uMStdsMix1InH2O_neg2.mzML",20,"52.00534, 21989; 55.23619, 23306; 61.93479, 22178; 76.96886, 32301; 85.02831, 6634285; 111.00762, 621058; 122.73959, 22385; 124.06195, 25105; 129.01826, 1172047; 132.05621, 35242; 154.94643, 827494; 165.43983, 22668; 170.75914, 25353; 172.95714, 80920; 173.00854, 66029"
"cis-Aconitic acid","210204_Std_4uMStdsMix1InH2O_neg2.mzML",35,"56.53395, 22238; 61.34575, 19189; 73.54594, 21095; 74.91221, 23539; 75.04176, 19962; 76.9688, 36478; 85.02832, 5591934; 111.00765, 423027; 113.33915, 18952; 116.83315, 22937; 120.65943, 21416; 124.06471, 19013; 129.01826, 436253; 154.94644, 668565; 156.11894, 22365; 172.95732, 44516"
"cis-Aconitic acid","210204_Std_4uMStdsMix1InH2O_neg2.mzML",50,"58.34823, 18180; 62.95819, 20926; 70.36042, 18858; 76.96879, 106312; 79.93719, 20638; 82.62013, 20324; 85.02831, 2952259; 94.97946, 20199; 101.91635, 19946; 111.00764, 234960; 115.6971, 23294; 129.01822, 62825; 133.88559, 22920; 154.94644, 943979; 158.99835, 20493; 169.70972, 20484; 172.95692, 23967"
"cis-Aconitic acid","210204_Std_4uMStdsMix1InH2O_neg2.mzML",100,"66.98608, 19327; 73.66637, 20484; 75.96101, 25159; 76.96884, 415188; 76.9712, 38964; 78.85865, 18138; 85.02819, 27502; 90.49261, 19409; 94.97934, 42394; 96.16422, 22998; 104.91183, 18972; 137.86848, 18440; 148.39627, 20671; 154.94646, 457771"
"Adenosine diphosphate","210204_Std_4uMStdsMix1InH2O_neg1.mzML",NA,NA
"Adenosine diphosphate","210204_Std_4uMStdsMix1InH2O_neg2.mzML",NA,NA
"Adenosine diphosphate","210204_Std_4uMStdsMix2InH2O_neg1.mzML",20,"56.06473, 3030; 56.13337, 3787; 58.06943, 3570; 61.42408, 3854; 70.30841, 3030; 70.8252, 3119; 75.69779, 3707; 78.95789, 28704; 87.5569, 3181; 133.49318, 3715; 134.04614, 55540; 138.31161, 3311; 158.92455, 39249; 208.47594, 3526; 227.37299, 6535; 227.38437, 5320; 328.04535, 16709; 426.02179, 27790"
"Adenosine diphosphate","210204_Std_4uMStdsMix2InH2O_neg1.mzML",35,"52.01859, 3370; 75.47871, 3583; 78.95783, 217378; 84.0945, 3858; 86.59481, 3462; 88.49229, 3541; 93.30145, 4150; 96.96848, 9895; 101.16751, 3272; 118.89922, 3273; 123.29385, 3384; 131.11049, 3166; 134.04614, 80337; 140.91386, 3385; 143.5634, 4173; 158.92445, 62219; 158.93126, 6233; 166.21036, 3335; 179.55345, 4463; 227.3848, 8701; 257.33206, 3625; 260.79855, 3615; 268.18112, 3719; 272.95874, 4515; 318.43597, 4133; 416.14526, 3622"
"Adenosine diphosphate","210204_Std_4uMStdsMix2InH2O_neg1.mzML",50,"72.66651, 3498; 78.95784, 361591; 96.96844, 6187; 114.01244, 3496; 134.04607, 46997; 158.92455, 62730; 159.20909, 3328; 168.60075, 4512; 179.12473, 3430; 227.37378, 7483; 228.36719, 3945; 233.28391, 3993; 242.28967, 3796; 247.66135, 3883; 250.86443, 3931; 252.49234, 3787; 263.09647, 3821; 288.8638, 3680"
"Adenosine diphosphate","210204_Std_4uMStdsMix2InH2O_neg1.mzML",100,"53.90341, 3451; 56.40158, 3084; 56.5132, 3202; 62.7395, 3652; 62.96294, 9698; 78.95781, 457621; 83.60428, 3263; 86.59472, 3575; 107.03509, 5183; 117.92542, 3511; 123.64913, 3788; 134.04617, 3563; 151.66982, 3318; 152.67328, 4172; 169.39738, 3982; 173.96898, 4388; 181.40741, 3717; 184.42975, 4316; 184.93712, 4000; 227.39062, 6696; 262.92517, 3611; 265.90549, 4556; 274.66022, 3622; 299.91895, 4317; 302.90042, 3922; 305.41739, 3792; 345.70953, 4406; 366.11188, 4352"
"Adenosine diphosphate","210204_Std_4uMStdsMix2InH2O_neg2.mzML",20,"51.30031, 2988; 54.06118, 4291; 56.24856, 3439; 60.84942, 3286; 78.95775, 25356; 96.96835, 4142; 97.53411, 3173; 123.50357, 4371; 132.05122, 3488; 133.10081, 3353; 134.04611, 55242; 142.75635, 3409; 148.5556, 3765; 158.92444, 31160; 183.68433, 3532; 218.22914, 8482; 218.24214, 36791; 238.6167, 4044; 299.75089, 3488; 301.65921, 6407; 328.04593, 17664; 355.29501, 4199; 408.01163, 6427; 426.0224, 35563; 428.07547, 4263"
"Adenosine diphosphate","210204_Std_4uMStdsMix2InH2O_neg2.mzML",35,"51.83786, 3919; 53.5868, 3517; 56.21254, 4049; 73.93169, 3181; 78.95786, 227693; 88.3598, 3249; 96.96841, 5998; 100.83432, 3624; 102.27278, 3354; 123.84852, 3271; 134.04616, 82429; 134.05527, 3618; 141.92068, 3208; 158.9245, 70237; 215.20485, 3687; 215.23936, 4379; 215.25027, 4389; 227.34224, 7302; 227.35425, 5149; 238.59552, 3855; 272.95728, 4266; 288.33182, 3819; 343.63559, 3511; 54.57951, 3031; 58.95345, 3992; 71.17295, 3185; 72.03481, 3344; 73.52149, 3341; 76.8391, 4060; 78.88189, 3307; 78.95782, 267461; 79.27712, 3228; 84.26685, 3393; 95.06249, 3544; 96.96854, 8534; 99.0533, 3939; 134.0461, 80468; 134.68913, 3474; 155.06206, 4078; 158.92455, 74771; 158.93198, 5393; 171.03099, 3382; 173.34149, 3591; 188.04984, 3946; 194.76733, 4226; 212.13, 3119; 215.19281, 3827; 215.23026, 4238; 215.23946, 3198; 227.34865, 5697; 227.36142, 4651; 233.71326, 4382; 272.95761, 8303; 287.85498, 3865; 291.48779, 3548; 374.64395, 4207; 411.20547, 3959; 435.60059, 3776"
"Adenosine diphosphate","210204_Std_4uMStdsMix2InH2O_neg2.mzML",50,"63.25199, 3824; 64.08501, 3289; 69.46972, 3715; 72.09367, 3381; 78.95783, 367380; 79.67766, 3258; 85.88895, 3414; 96.96833, 10396; 110.58252, 3432; 110.80096, 3381; 122.35052, 3711; 134.04616, 52685; 137.6841, 3576; 158.92436, 51601; 209.68523, 3456; 219.76135, 3380; 227.33769, 4296; 227.35101, 3583; 350.11343, 3747; 400.69824, 3828"
"Adenosine diphosphate","210204_Std_4uMStdsMix2InH2O_neg2.mzML",100,"54.93886, 3402; 62.96289, 7839; 63.38341, 3049; 78.9578, 484818; 81.12345, 3425; 86.71613, 3825; 90.66476, 3211; 97.70624, 3484; 106.18705, 3065; 107.03502, 6072; 108.02656, 4227; 120.98482, 3467; 124.03591, 3849; 126.34925, 3228; 128.72452, 3638; 129.50761, 3482; 134.0463, 4840; 137.05417, 3345; 227.35532, 9860; 248.37, 3773"
"Allopurinol","210204_Std_4uMStdsMix2InH2O_neg1.mzML",20,"56.01227, 6648; 56.24112, 7956; 64.01802, 128864; 65.01324, 47598; 65.99725, 13887; 66.00854, 9665; 66.89584, 7599; 78.46799, 8162; 79.02888, 16427; 86.83284, 9558; 92.0242, 2042113; 93.0276, 11365; 97.03956, 29296; 107.0239, 141755; 107.03477, 10199; 107.81014, 7310; 108.03223, 8853; 108.03847, 33632; 109.10272, 7787; 111.47115, 7364; 119.40953, 8287; 120.24329, 8133; 123.22441, 8341; 134.89355, 45206; 135.03015, 1601913; 135.04912, 117298; 150.39752, 7958; 154.57904, 8026; 56.01227, 6648; 56.24112, 7956; 64.01802, 128864; 65.01324, 47598; 65.99725, 13887; 66.00854, 9665; 66.89584, 7599; 78.46799, 8162; 79.02888, 16427; 86.83284, 9558; 92.0242, 2042113; 93.0276, 11365; 97.03956, 29296; 107.0239, 141755; 107.03477, 10199; 107.81014, 7310; 108.03223, 8853; 108.03847, 33632; 109.10272, 7787; 111.47115, 7364; 119.40953, 8287; 120.24329, 8133; 123.22441, 8341; 134.89355, 45206; 135.03015, 1601913; 135.04912, 117298; 150.39752, 7958; 154.57904, 8026"
"Allopurinol","210204_Std_4uMStdsMix2InH2O_neg1.mzML",35,"52.01807, 8582; 62.3001, 6738; 64.01803, 130074; 65.01323, 46584; 65.99733, 11383; 78.21011, 7817; 79.02888, 16540; 80.55946, 7434; 91.01778, 9690; 92.0242, 1929582; 97.03954, 21396; 101.59624, 7624; 107.02391, 126323; 108.03227, 11232; 108.03848, 35317; 121.51407, 8620; 134.8936, 51717; 135.03014, 1606377; 135.04895, 115429; 141.35236, 7506; 52.01807, 8582; 62.3001, 6738; 64.01803, 130074; 65.01323, 46584; 65.99733, 11383; 78.21011, 7817; 79.02888, 16540; 80.55946, 7434; 91.01778, 9690; 92.0242, 1929582; 97.03954, 21396; 101.59624, 7624; 107.02391, 126323; 108.03227, 11232; 108.03848, 35317; 121.51407, 8620; 134.8936, 51717; 135.03014, 1606377; 135.04895, 115429; 141.35236, 7506"
"Allopurinol","210204_Std_4uMStdsMix2InH2O_neg1.mzML",50,"53.9721, 3386; 58.54924, 3048; 58.76139, 3197; 58.76748, 3522; 66.03364, 15888; 71.12677, 3832; 71.52329, 3249; 86.83926, 3227; 88.6188, 4038; 92.02398, 6407; 92.33078, 4065; 93.03339, 179293; 93.0446, 149310; 95.2103, 3295; 98.20785, 3751; 107.66306, 3651; 109.94075, 7503; 110.94434, 19351; 127.91685, 3205; 132.43558, 3748; 136.89038, 12155; 137.02332, 4270; 137.03456, 11015; 137.04088, 4431; 154.10139, 4237; 154.94615, 11231; 53.9721, 3386; 58.54924, 3048; 58.76139, 3197; 58.76748, 3522; 66.03364, 15888; 71.12677, 3832; 71.52329, 3249; 86.83926, 3227; 88.6188, 4038; 92.02398, 6407; 92.33078, 4065; 93.03339, 179293; 93.0446, 149310; 95.2103, 3295; 98.20785, 3751; 107.66306, 3651; 109.94075, 7503; 110.94434, 19351; 127.91685, 3205; 132.43558, 3748; 136.89038, 12155; 137.02332, 4270; 137.03456, 11015; 137.04088, 4431; 154.10139, 4237; 154.94615, 11231"
"Allopurinol","210204_Std_4uMStdsMix2InH2O_neg1.mzML",100,"50.15388, 3445; 60.56528, 3119; 64.0179, 3383; 64.9467, 3642; 65.01328, 7623; 65.03841, 8721; 66.03374, 18245; 71.68502, 3867; 76.96875, 13493; 93.03341, 69997; 93.04464, 31979; 94.97942, 6869; 99.92448, 4877; 106.55695, 4107; 110.26866, 3718; 122.27128, 3789; 138.54176, 3684; 146.57927, 4048; 50.15388, 3445; 60.56528, 3119; 64.0179, 3383; 64.9467, 3642; 65.01328, 7623; 65.03841, 8721; 66.03374, 18245; 71.68502, 3867; 76.96875, 13493; 93.03341, 69997; 93.04464, 31979; 94.97942, 6869; 99.92448, 4877; 106.55695, 4107; 110.26866, 3718; 122.27128, 3789; 138.54176, 3684; 146.57927, 4048"
"Allopurinol","210204_Std_4uMStdsMix2InH2O_neg2.mzML",20,"52.01798, 9304; 58.18062, 7172; 64.01804, 147301; 64.01974, 11974; 65.01326, 56424; 65.99731, 12669; 66.94467, 7430; 71.07922, 8237; 72.60993, 7185; 79.02901, 12184; 86.18681, 7903; 86.43974, 6889; 92.02424, 2005009; 93.00822, 13338; 97.03951, 27581; 107.02399, 149259; 108.0322, 14217; 108.03858, 35165; 108.35259, 9930; 114.07964, 7606; 128.11938, 8534; 134.89372, 33135; 135.0302, 1660242; 135.04961, 157598; 144.40013, 7385; 148.78099, 7467; 52.01798, 9304; 58.18062, 7172; 64.01804, 147301; 64.01974, 11974; 65.01326, 56424; 65.99731, 12669; 66.94467, 7430; 71.07922, 8237; 72.60993, 7185; 79.02901, 12184; 86.18681, 7903; 86.43974, 6889; 92.02424, 2005009; 93.00822, 13338; 97.03951, 27581; 107.02399, 149259; 108.0322, 14217; 108.03858, 35165; 108.35259, 9930; 114.07964, 7606; 128.11938, 8534; 134.89372, 33135; 135.0302, 1660242; 135.04961, 157598; 144.40013, 7385; 148.78099, 7467"
"Allopurinol","210204_Std_4uMStdsMix2InH2O_neg2.mzML",35,"56.03817, 3209; 60.52541, 3789; 61.09521, 3706; 63.89076, 3357; 66.03367, 11324; 67.18347, 3637; 73.31813, 3473; 73.80449, 3392; 84.53612, 3281; 92.02419, 6894; 93.03339, 186862; 93.04461, 235159; 93.46435, 3388; 99.37667, 3604; 102.48294, 3912; 109.0396, 4850; 109.9409, 7462; 110.94411, 11512; 115.15289, 4149; 124.56416, 3977; 136.89055, 16085; 136.94177, 5412; 136.9473, 8780; 137.02332, 15193; 137.03448, 23224; 154.9464, 7780; 56.03817, 3209; 60.52541, 3789; 61.09521, 3706; 63.89076, 3357; 66.03367, 11324; 67.18347, 3637; 73.31813, 3473; 73.80449, 3392; 84.53612, 3281; 92.02419, 6894; 93.03339, 186862; 93.04461, 235159; 93.46435, 3388; 99.37667, 3604; 102.48294, 3912; 109.0396, 4850; 109.9409, 7462; 110.94411, 11512; 115.15289, 4149; 124.56416, 3977; 136.89055, 16085; 136.94177, 5412; 136.9473, 8780; 137.02332, 15193; 137.03448, 23224; 154.9464, 7780"
"Allopurinol","210204_Std_4uMStdsMix2InH2O_neg2.mzML",50,"52.4024, 3850; 55.95633, 3250; 56.0375, 3251; 57.78728, 3652; 60.71845, 3534; 65.95448, 3463; 66.03367, 19260; 68.33314, 4182; 75.13531, 3405; 79.71441, 4219; 92.02425, 8150; 93.02806, 3507; 93.03341, 129921; 93.04463, 282789; 94.03111, 3614; 109.94082, 8472; 110.93814, 4664; 110.94419, 18613; 111.42517, 3482; 122.66736, 3267; 124.0649, 3206; 124.85717, 3239; 136.89073, 7945; 137.03458, 8929; 154.94643, 12406; 52.4024, 3850; 55.95633, 3250; 56.0375, 3251; 57.78728, 3652; 60.71845, 3534; 65.95448, 3463; 66.03367, 19260; 68.33314, 4182; 75.13531, 3405; 79.71441, 4219; 92.02425, 8150; 93.02806, 3507; 93.03341, 129921; 93.04463, 282789; 94.03111, 3614; 109.94082, 8472; 110.93814, 4664; 110.94419, 18613; 111.42517, 3482; 122.66736, 3267; 124.0649, 3206; 124.85717, 3239; 136.89073, 7945; 137.03458, 8929; 154.94643, 12406"
"Allopurinol","210204_Std_4uMStdsMix2InH2O_neg2.mzML",100,"53.28278, 3333; 55.38528, 3228; 61.99065, 3232; 63.15398, 3752; 65.01331, 3704; 65.03842, 6457; 66.03363, 12571; 73.33867, 3785; 76.96883, 11255; 77.82684, 3503; 86.56579, 3655; 87.05375, 4038; 89.41145, 3287; 93.03339, 60783; 93.04459, 36213; 94.97946, 5368; 95.72467, 3522; 95.85553, 3622; 99.92457, 7415; 109.94045, 4640; 118.60973, 3916; 150.11078, 3805; 53.28278, 3333; 55.38528, 3228; 61.99065, 3232; 63.15398, 3752; 65.01331, 3704; 65.03842, 6457; 66.03363, 12571; 73.33867, 3785; 76.96883, 11255; 77.82684, 3503; 86.56579, 3655; 87.05375, 4038; 89.41145, 3287; 93.03339, 60783; 93.04459, 36213; 94.97946, 5368; 95.72467, 3522; 95.85553, 3622; 99.92457, 7415; 109.94045, 4640; 118.60973, 3916; 150.11078, 3805"
"Amino Propanesulfonic Acid","210204_Std_4uMStdsMix2InH2O_neg1.mzML",20,"64.96906, 15950; 76.12004, 5087; 79.95615, 1533400; 80.96396, 109307; 94.02866, 6489; 100.44193, 4903; 108.02059, 22830; 108.90884, 5168; 111.93634, 32885; 112.03698, 5090; 112.76082, 4915; 117.96597, 4862; 137.93973, 14939; 138.02214, 1435508; 141.94029, 4840; 147.67038, 4602"
