Compound.Name,Level,Classification
Shikimic_acid,superclass,Organic_oxygen_compounds
Shikimic_acid,class,Organooxygen_compounds
Shikimic_acid,subclass,Alcohols_and_polyols
Shikimic_acid,level 5,Cyclic_alcohols_and_derivatives
Shikimic_acid,level 6,Cyclitols_and_derivatives
Shikimic_acid,level 7,Shikimic_acids_and_derivatves
Shikimic_acid,level 8,Shikimic_acids_and_derivatves
Proline_betaine,kingdom,Organic_compounds
Proline_betaine,superclass,Organic_acids_and_derivatives
Proline_betaine,class,Carboxylic_acids_and_derivatives
Proline_betaine,subclass,Amino_acids_peptides_and_analogues
Proline_betaine,level 5,Amino_acids_and_derivatives
Proline_betaine,level 6,Alpha_amino_acids_and_derivatives
Proline_betaine,level 7,Proline_and_derivatives
Proline_betaine,level 8,Proline_and_derivatives
Succinic_acid,kingdom,Organic_compounds
Succinic_acid,superclass,Organic_acids_and_derivatives
Succinic_acid,class,Carboxylic_acids_and_derivatives
Succinic_acid,subclass,Dicarboxylic_acids_and_derivatives
Succinic_acid,level 5,Dicarboxylic_acids_and_derivatives
Succinic_acid,level 6,Dicarboxylic_acids_and_derivatives
Succinic_acid,level 7,Dicarboxylic_acids_and_derivatives
Succinic_acid,level 8,Dicarboxylic_acids_and_derivatives
Succinyl-CoA,kingdom,Organic_compounds
Succinyl-CoA,superclass,Lipids_and_lipid-like_molecules
Succinyl-CoA,class,Fatty_Acyls
Succinyl-CoA,subclass,Fatty_acyl_thioesters
Succinyl-CoA,level 5,Acyl_CoAs
Succinyl-CoA,level 6,Acyl_CoAs
Succinyl-CoA,level 7,Acyl_CoAs
Succinyl-CoA,level 8,Acyl_CoAs
Sucrose,kingdom,Organic_compounds
Sucrose,superclass,Organic_oxygen_compounds
Sucrose,class,Organooxygen_compounds
Sucrose,subclass,Carbohydrates_and_carbohydrate_conjugates
Sucrose,level 5,Glycosyl_compounds
Sucrose,level 6,O-glycosyl_compounds
Sucrose,level 7,O-glycosyl_compounds
Sucrose,level 8,O-glycosyl_compounds
Sulfoacetic_acid,kingdom,Organic_compounds
Sulfoacetic_acid,superclass,Organic_acids_and_derivatives
Sulfoacetic_acid,class,Organic_sulfonic_acids_and_derivatives
Sulfoacetic_acid,subclass,Organosulfonic_acids_and_derivatives
Sulfoacetic_acid,level 5,Organosulfonic_acids
Sulfoacetic_acid,level 6,Organosulfonic_acids
Sulfoacetic_acid,level 7,Organosulfonic_acids
Sulfoacetic_acid,level 8,Organosulfonic_acids
Sulfolactic_Acid,kingdom,Organic_compounds
Sulfolactic_Acid,superclass,Organic_acids_and_derivatives
Sulfolactic_Acid,class,Hydroxy_acids_and_derivatives
Sulfolactic_Acid,subclass,Alpha_hydroxy_acids_and_derivatives
Sulfolactic_Acid,level 5,Alpha_hydroxy_acids_and_derivatives
Sulfolactic_Acid,level 6,Alpha_hydroxy_acids_and_derivatives
Sulfolactic_Acid,level 7,Alpha_hydroxy_acids_and_derivatives
Sulfolactic_Acid,level 8,Alpha_hydroxy_acids_and_derivatives
Taurine,kingdom,Organic_compounds
Taurine,superclass,Organic_acids_and_derivatives
Taurine,class,Organic_sulfonic_acids_and_derivatives
Taurine,subclass,Organosulfonic_acids_and_derivatives
Taurine,level 5,Organosulfonic_acids
Taurine,level 6,Organosulfonic_acids
Taurine,level 7,Organosulfonic_acids
Taurine,level 8,Organosulfonic_acids
Thiamine_monophosphate,kingdom,Organic_compounds
Thiamine_monophosphate,superclass,Organoheterocyclic_compounds
Thiamine_monophosphate,class,Diazines
Thiamine_monophosphate,subclass,Pyrimidines_and_pyrimidine_derivatives
Thiamine_monophosphate,level 5,Thiamines
Thiamine_monophosphate,level 6,Thiamine_phosphates
Thiamine_monophosphate,level 7,Thiamine_phosphates
Thiamine_monophosphate,level 8,Thiamine_phosphates
Thiamine_diphosphate,kingdom,Organic_compounds
Thiamine_diphosphate,superclass,Organoheterocyclic_compounds
Thiamine_diphosphate,class,Diazines
Thiamine_diphosphate,subclass,Pyrimidines_and_pyrimidine_derivatives
Thiamine_diphosphate,level 5,Thiamines
Thiamine_diphosphate,level 6,Thiamine_phosphates
Thiamine_diphosphate,level 7,Thiamine_phosphates
Thiamine_diphosphate,level 8,Thiamine_phosphates
L-Threonine,kingdom,Organic_compounds
L-Threonine,superclass,Organic_acids_and_derivatives
L-Threonine,class,Carboxylic_acids_and_derivatives
L-Threonine,subclass,Amino_acids_peptides_and_analogues
L-Threonine,level 5,Amino_acids_and_derivatives
L-Threonine,level 6,Alpha_amino_acids_and_derivatives
L-Threonine,level 7,Alpha_amino_acids
L-Threonine,level 8,L-alpha-amino_acids
Thymidine,kingdom,Organic_compounds
Thymidine,superclass,Nucleosides_nucleotides_and_analogues
Thymidine,class,Pyrimidine_nucleosides
Thymidine,subclass,Pyrimidine_2-deoxyribonucleosides
Thymidine,level 5,Pyrimidine_2-deoxyribonucleosides
Thymidine,level 6,Pyrimidine_2-deoxyribonucleosides
Thymidine,level 7,Pyrimidine_2-deoxyribonucleosides
Thymidine,level 8,Pyrimidine_2-deoxyribonucleosides
Thymine,kingdom,Organic_compounds
Thymine,superclass,Organoheterocyclic_compounds
Thymine,class,Diazines
Thymine,subclass,Pyrimidines_and_pyrimidine_derivatives
Thymine,level 5,Hydroxypyrimidines
Thymine,level 6,Hydroxypyrimidines
Thymine,level 7,Hydroxypyrimidines
Thymine,level 8,Hydroxypyrimidines
Hydroxyproline,kingdom,Organic_compounds
Hydroxyproline,superclass,Organic_acids_and_derivatives
Hydroxyproline,class,Carboxylic_acids_and_derivatives
Hydroxyproline,subclass,Amino_acids_peptides_and_analogues
Hydroxyproline,level 5,Amino_acids_and_derivatives
Hydroxyproline,level 6,Alpha_amino_acids_and_derivatives
Hydroxyproline,level 7,Proline_and_derivatives
Hydroxyproline,level 8,Proline_and_derivatives
Trehalose,kingdom,Organic_compounds
Trehalose,superclass,Organic_oxygen_compounds
Trehalose,class,Organooxygen_compounds
Trehalose,subclass,Carbohydrates_and_carbohydrate_conjugates
Trehalose,level 5,Glycosyl_compounds
Trehalose,level 6,O-glycosyl_compounds
Trehalose,level 7,O-glycosyl_compounds
Trehalose,level 8,O-glycosyl_compounds
Trigonelline,kingdom,Organic_compounds
Trigonelline,superclass,Alkaloids_and_derivatives
Trigonelline,class,Alkaloids_and_derivatives
Trigonelline,subclass,Alkaloids_and_derivatives
Trigonelline,level 5,Alkaloids_and_derivatives
Trigonelline,level 6,Alkaloids_and_derivatives
Trigonelline,level 7,Alkaloids_and_derivatives
Trigonelline,level 8,Alkaloids_and_derivatives
Trimethylamine,kingdom,Organic_compounds
Trimethylamine,superclass,Organic_nitrogen_compounds
Trimethylamine,class,Organonitrogen_compounds
Trimethylamine,subclass,Amines
Trimethylamine,level 5,Tertiary_amines
Trimethylamine,level 6,Trialkylamines
Trimethylamine,level 7,Trialkylamines
Trimethylamine,level 8,Trialkylamines
Trimethylamine_N-oxide,kingdom,Organic_compounds
Trimethylamine_N-oxide,superclass,Organic_nitrogen_compounds
Trimethylamine_N-oxide,class,Organonitrogen_compounds
Trimethylamine_N-oxide,subclass,Aminoxides
Trimethylamine_N-oxide,level 5,Trialkyl_amine_oxides
Trimethylamine_N-oxide,level 6,Trialkyl_amine_oxides
Trimethylamine_N-oxide,level 7,Trialkyl_amine_oxides
Trimethylamine_N-oxide,level 8,Trialkyl_amine_oxides
L-Tyrosine,kingdom,Organic_compounds
L-Tyrosine,superclass,Organic_acids_and_derivatives
L-Tyrosine,class,Carboxylic_acids_and_derivatives
L-Tyrosine,subclass,Amino_acids_peptides_and_analogues
L-Tyrosine,level 5,Amino_acids_and_derivatives
L-Tyrosine,level 6,Alpha_amino_acids_and_derivatives
L-Tyrosine,level 7,Tyrosine_and_derivatives
L-Tyrosine,level 8,Tyrosine_and_derivatives
UDP-N-acetylglucosamine,kingdom,Organic_compounds
UDP-N-acetylglucosamine,superclass,Nucleosides_nucleotides_and_analogues
UDP-N-acetylglucosamine,class,Pyrimidine_nucleotides
UDP-N-acetylglucosamine,subclass,Pyrimidine_nucleotide_sugars
UDP-N-acetylglucosamine,level 5,Pyrimidine_nucleotide_sugars
UDP-N-acetylglucosamine,level 6,Pyrimidine_nucleotide_sugars
UDP-N-acetylglucosamine,level 7,Pyrimidine_nucleotide_sugars
UDP-N-acetylglucosamine,level 8,Pyrimidine_nucleotide_sugars
UDP-glucose,kingdom,Organic_compounds
UDP-glucose,superclass,Nucleosides_nucleotides_and_analogues
UDP-glucose,class,Pyrimidine_nucleotides
UDP-glucose,subclass,Pyrimidine_nucleotide_sugars
UDP-glucose,level 5,Pyrimidine_nucleotide_sugars
UDP-glucose,level 6,Pyrimidine_nucleotide_sugars
UDP-glucose,level 7,Pyrimidine_nucleotide_sugars
UDP-glucose,level 8,Pyrimidine_nucleotide_sugars
Uracil,kingdom,Organic_compounds
Uracil,superclass,Organoheterocyclic_compounds
Uracil,class,Diazines
Uracil,subclass,Pyrimidines_and_pyrimidine_derivatives
Uracil,level 5,Pyrimidones
Uracil,level 6,Pyrimidones
Uracil,level 7,Pyrimidones
Uracil,level 8,Pyrimidones
Uridine,kingdom,Organic_compounds
Uridine,superclass,Nucleosides_nucleotides_and_analogues
Uridine,class,Pyrimidine_nucleosides
Uridine,subclass,Pyrimidine_nucleosides
Uridine,level 5,Pyrimidine_nucleosides
Uridine,level 6,Pyrimidine_nucleosides
Uridine,level 7,Pyrimidine_nucleosides
Uridine,level 8,Pyrimidine_nucleosides
L-Valine,kingdom,Organic_compounds
L-Valine,superclass,Organic_acids_and_derivatives
L-Valine,class,Carboxylic_acids_and_derivatives
L-Valine,subclass,Amino_acids_peptides_and_analogues
L-Valine,level 5,Amino_acids_and_derivatives
L-Valine,level 6,Alpha_amino_acids_and_derivatives
L-Valine,level 7,Valine_and_derivatives
L-Valine,level 8,Valine_and_derivatives
Nicotinic_acid,kingdom,Organic_compounds
Nicotinic_acid,superclass,Organoheterocyclic_compounds
Nicotinic_acid,class,Pyridines_and_derivatives
Nicotinic_acid,subclass,Pyridinecarboxylic_acids_and_derivatives
Nicotinic_acid,level 5,Pyridinecarboxylic_acids
Nicotinic_acid,level 6,Pyridinecarboxylic_acids
Nicotinic_acid,level 7,Pyridinecarboxylic_acids
Nicotinic_acid,level 8,Pyridinecarboxylic_acids
Dimethylsulfonioacetate,kingdom,Organic_compounds
Dimethylsulfonioacetate,superclass,Organic_acids_and_derivatives
Dimethylsulfonioacetate,class,Carboxylic_acids_and_derivatives
Dimethylsulfonioacetate,subclass,Carboxylic_acid_derivatives
Dimethylsulfonioacetate,level 5,Carboxylic_acid_salts
Dimethylsulfonioacetate,level 6,Carboxylic_acid_salts
Dimethylsulfonioacetate,level 7,Carboxylic_acid_salts
Dimethylsulfonioacetate,level 8,Carboxylic_acid_salts
Gonyol,kingdom,Organic_compounds
Gonyol,superclass,Organic_acids_and_derivatives
Gonyol,class,Hydroxy_acids_and_derivatives
Gonyol,subclass,Beta_hydroxy_acids_and_derivatives
Gonyol,level 5,Beta_hydroxy_acids_and_derivatives
Gonyol,level 6,Beta_hydroxy_acids_and_derivatives
Gonyol,level 7,Beta_hydroxy_acids_and_derivatives
Gonyol,level 8,Beta_hydroxy_acids_and_derivatives
Turicine,kingdom,Organic_compounds
Turicine,superclass,Organic_acids_and_derivatives
Turicine,class,Carboxylic_acids_and_derivatives
Turicine,subclass,Amino_acids_peptides_and_analogues
Turicine,level 5,Amino_acids_and_derivatives
Turicine,level 6,Alpha_amino_acids_and_derivatives
Turicine,level 7,Proline_and_derivatives
Turicine,level 8,Proline_and_derivatives
Betonicine,kingdom,Organic_compounds
Betonicine,superclass,Organic_acids_and_derivatives
Betonicine,class,Carboxylic_acids_and_derivatives
Betonicine,subclass,Amino_acids_peptides_and_analogues
Betonicine,level 5,Amino_acids_and_derivatives
Betonicine,level 6,Alpha_amino_acids_and_derivatives
Betonicine,level 7,Proline_and_derivatives
Betonicine,level 8,Proline_and_derivatives
O-Methylmalonyl-L-carnitine,kingdom,Organic_compounds
O-Methylmalonyl-L-carnitine,superclass,Lipids_and_lipid-like_molecules
O-Methylmalonyl-L-carnitine,class,Fatty_Acyls
O-Methylmalonyl-L-carnitine,subclass,Fatty_acid_esters
O-Methylmalonyl-L-carnitine,level 5,Acyl_carnitines
O-Methylmalonyl-L-carnitine,level 6,Acyl_carnitines
O-Methylmalonyl-L-carnitine,level 7,Acyl_carnitines
O-Methylmalonyl-L-carnitine,level 8,Acyl_carnitines
Succinic_semialdehyde,kingdom,Organic_compounds
Succinic_semialdehyde,superclass,Lipids_and_lipid-like_molecules
Succinic_semialdehyde,class,Fatty_Acyls
Succinic_semialdehyde,subclass,Fatty_acids_and_conjugates
Succinic_semialdehyde,level 5,Straight_chain_fatty_acids
Succinic_semialdehyde,level 6,Straight_chain_fatty_acids
Succinic_semialdehyde,level 7,Straight_chain_fatty_acids
Succinic_semialdehyde,level 8,Straight_chain_fatty_acids
Arsenobetaine,kingdom,Organic_compounds
Arsenobetaine,superclass,Organometallic_compounds
Arsenobetaine,class,Organometalloid_compounds
Arsenobetaine,subclass,Organoarsenic_compounds
Arsenobetaine,level 5,Tetraorganoarsonium_salts
Arsenobetaine,level 6,Tetraorganoarsonium_salts
Arsenobetaine,level 7,Tetraorganoarsonium_salts
Arsenobetaine,level 8,Tetraorganoarsonium_salts
Dexpanthenol,kingdom,Organic_compounds
Dexpanthenol,superclass,Organic_oxygen_compounds
Dexpanthenol,class,Organooxygen_compounds
Dexpanthenol,subclass,Alcohols_and_polyols
Dexpanthenol,level 5,Secondary_alcohols
Dexpanthenol,level 6,Secondary_alcohols
Dexpanthenol,level 7,Secondary_alcohols
Dexpanthenol,level 8,Secondary_alcohols
Sulfanilic_acid,kingdom,Organic_compounds
Sulfanilic_acid,superclass,Benzenoids
Sulfanilic_acid,class,Benzene_and_substituted_derivatives
Sulfanilic_acid,subclass,Benzenesulfonic_acids_and_derivatives
Sulfanilic_acid,level 5,Benzenesulfonic_acids_and_derivatives
Sulfanilic_acid,level 6,Benzenesulfonic_acids_and_derivatives
Sulfanilic_acid,level 7,Benzenesulfonic_acids_and_derivatives
Sulfanilic_acid,level 8,Benzenesulfonic_acids_and_derivatives
Inosine,kingdom,Organic_compounds
Inosine,superclass,Nucleosides_nucleotides_and_analogues
Inosine,class,Purine_nucleosides
Inosine,subclass,Purine_nucleosides
Inosine,level 5,Purine_nucleosides
Inosine,level 6,Purine_nucleosides
Inosine,level 7,Purine_nucleosides
Inosine,level 8,Purine_nucleosides
Hordenine,kingdom,Organic_compounds
Hordenine,superclass,Benzenoids
Hordenine,class,Benzene_and_substituted_derivatives
Hordenine,subclass,Phenethylamines
Hordenine,level 5,Phenethylamines
Hordenine,level 6,Phenethylamines
Hordenine,level 7,Phenethylamines
Hordenine,level 8,Phenethylamines
Allopurinol,kingdom,Organic_compounds
Allopurinol,superclass,Organoheterocyclic_compounds
Allopurinol,class,Pyrazolopyrimidines
Allopurinol,subclass,Pyrazolo[34-d]pyrimidines
Allopurinol,level 5,Pyrazolo[34-d]pyrimidines
Allopurinol,level 6,Pyrazolo[34-d]pyrimidines
Allopurinol,level 7,Pyrazolo[34-d]pyrimidines
Allopurinol,level 8,Pyrazolo[34-d]pyrimidines
Urocanic_acid,kingdom,Organic_compounds
Urocanic_acid,superclass,Organoheterocyclic_compounds
Urocanic_acid,class,Azoles
Urocanic_acid,subclass,Imidazoles
Urocanic_acid,level 5,Substituted_imidazoles
Urocanic_acid,level 6,Imidazolyl_carboxylic_acids_and_derivatives
Urocanic_acid,level 7,Imidazolyl_carboxylic_acids_and_derivatives
Urocanic_acid,level 8,Imidazolyl_carboxylic_acids_and_derivatives
Hydroxyisoleucine,kingdom,Organic_compounds
Hydroxyisoleucine,superclass,Organic_acids_and_derivatives
Hydroxyisoleucine,class,Carboxylic_acids_and_derivatives
Hydroxyisoleucine,subclass,Amino_acids_peptides_and_analogues
Hydroxyisoleucine,level 5,Amino_acids_and_derivatives
Hydroxyisoleucine,level 6,Alpha_amino_acids_and_derivatives
Hydroxyisoleucine,level 7,Isoleucine_and_derivatives
Hydroxyisoleucine,level 8,Isoleucine_and_derivatives
Deoxyadenosine,kingdom,Organic_compounds
Deoxyadenosine,superclass,Nucleosides_nucleotides_and_analogues
Deoxyadenosine,class,Purine_nucleosides
Deoxyadenosine,subclass,Purine_2-deoxyribonucleosides
Deoxyadenosine,level 5,Purine_2-deoxyribonucleosides
Deoxyadenosine,level 6,Purine_2-deoxyribonucleosides
Deoxyadenosine,level 7,Purine_2-deoxyribonucleosides
Deoxyadenosine,level 8,Purine_2-deoxyribonucleosides
beta-Alanine,kingdom,Organic_compounds
beta-Alanine,superclass,Organic_acids_and_derivatives
beta-Alanine,class,Carboxylic_acids_and_derivatives
beta-Alanine,subclass,Amino_acids_peptides_and_analogues
beta-Alanine,level 5,Amino_acids_and_derivatives
beta-Alanine,level 6,Beta_amino_acids_and_derivatives
beta-Alanine,level 7,Beta_amino_acids_and_derivatives
beta-Alanine,level 8,Beta_amino_acids_and_derivatives
Melamine,kingdom,Organic_compounds
Melamine,superclass,Organoheterocyclic_compounds
Melamine,class,Triazines
Melamine,subclass,135-triazines
Melamine,level 5,135-triazines
Melamine,level 6,135-triazines
Melamine,level 7,135-triazines
Melamine,level 8,135-triazines
Maltose,kingdom,Organic_compounds
Maltose,superclass,Organic_oxygen_compounds
Maltose,class,Organooxygen_compounds
Maltose,subclass,Carbohydrates_and_carbohydrate_conjugates
Maltose,level 5,Glycosyl_compounds
Maltose,level 6,O-glycosyl_compounds
Maltose,level 7,O-glycosyl_compounds
Maltose,level 8,O-glycosyl_compounds
Lactose,kingdom,Organic_compounds
Lactose,superclass,Organic_oxygen_compounds
Lactose,class,Organooxygen_compounds
Lactose,subclass,Carbohydrates_and_carbohydrate_conjugates
Lactose,level 5,Glycosyl_compounds
Lactose,level 6,O-glycosyl_compounds
Lactose,level 7,O-glycosyl_compounds
Lactose,level 8,O-glycosyl_compounds
Acetylcholine,kingdom,Organic_compounds
Acetylcholine,superclass,Organic_nitrogen_compounds
Acetylcholine,class,Organonitrogen_compounds
Acetylcholine,subclass,Quaternary_ammonium_salts
Acetylcholine,level 5,Cholines
Acetylcholine,level 6,Acyl_cholines
Acetylcholine,level 7,Acyl_cholines
Acetylcholine,level 8,Acyl_cholines
L-Cysteinesulfinic_acid,kingdom,Organic_compounds
L-Cysteinesulfinic_acid,superclass,Organic_acids_and_derivatives
L-Cysteinesulfinic_acid,class,Carboxylic_acids_and_derivatives
L-Cysteinesulfinic_acid,subclass,Amino_acids_peptides_and_analogues
L-Cysteinesulfinic_acid,level 5,Amino_acids_and_derivatives
L-Cysteinesulfinic_acid,level 6,Alpha_amino_acids_and_derivatives
L-Cysteinesulfinic_acid,level 7,Alpha_amino_acids
L-Cysteinesulfinic_acid,level 8,L-alpha-amino_acids
beta-Alaninebetaine,kingdom,Organic_compounds
beta-Alaninebetaine,superclass,Organic_nitrogen_compounds
beta-Alaninebetaine,class,Organonitrogen_compounds
beta-Alaninebetaine,subclass,Quaternary_ammonium_salts
beta-Alaninebetaine,level 5,Tetraalkylammonium_salts
beta-Alaninebetaine,level 6,Tetraalkylammonium_salts
beta-Alaninebetaine,level 7,Tetraalkylammonium_salts
beta-Alaninebetaine,level 8,Tetraalkylammonium_salts
5-Methylcytosine,kingdom,Organic_compounds
5-Methylcytosine,superclass,Organoheterocyclic_compounds
5-Methylcytosine,class,Diazines
5-Methylcytosine,subclass,Pyrimidines_and_pyrimidine_derivatives
5-Methylcytosine,level 5,Hydroxypyrimidines
5-Methylcytosine,level 6,Hydroxypyrimidines
5-Methylcytosine,level 7,Hydroxypyrimidines
5-Methylcytosine,level 8,Hydroxypyrimidines
N6-Methyladenine,kingdom,Organic_compounds
N6-Methyladenine,superclass,Organoheterocyclic_compounds
N6-Methyladenine,class,Imidazopyrimidines
N6-Methyladenine,subclass,Purines_and_purine_derivatives
N6-Methyladenine,level 5,6-aminopurines
N6-Methyladenine,level 6,6-alkylaminopurines
N6-Methyladenine,level 7,6-alkylaminopurines
N6-Methyladenine,level 8,6-alkylaminopurines
Carnosine,kingdom,Organic_compounds
Carnosine,superclass,Organic_acids_and_derivatives
Carnosine,class,Peptidomimetics
Carnosine,subclass,Hybrid_peptides
Carnosine,level 5,Hybrid_peptides
Carnosine,level 6,Hybrid_peptides
Carnosine,level 7,Hybrid_peptides
Carnosine,level 8,Hybrid_peptides
N-Acetyl-D-glucosamine,kingdom,Organic_compounds
N-Acetyl-D-glucosamine,superclass,Organic_oxygen_compounds
N-Acetyl-D-glucosamine,class,Organooxygen_compounds
N-Acetyl-D-glucosamine,subclass,Carbohydrates_and_carbohydrate_conjugates
N-Acetyl-D-glucosamine,level 5,Aminosaccharides
N-Acetyl-D-glucosamine,level 6,Amino_sugars
N-Acetyl-D-glucosamine,level 7,Acylaminosugars
N-Acetyl-D-glucosamine,level 8,Acylaminosugars
N6N6N6-Trimethyl-L-lysine,kingdom,Organic_compounds
N6N6N6-Trimethyl-L-lysine,superclass,Organic_acids_and_derivatives
N6N6N6-Trimethyl-L-lysine,class,Carboxylic_acids_and_derivatives
N6N6N6-Trimethyl-L-lysine,subclass,Amino_acids_peptides_and_analogues
N6N6N6-Trimethyl-L-lysine,level 5,Amino_acids_and_derivatives
N6N6N6-Trimethyl-L-lysine,level 6,Alpha_amino_acids_and_derivatives
N6N6N6-Trimethyl-L-lysine,level 7,Alpha_amino_acids
N6N6N6-Trimethyl-L-lysine,level 8,L-alpha-amino_acids
beta-Glutamic_acid,kingdom,Organic_compounds
beta-Glutamic_acid,superclass,Lipids_and_lipid-like_molecules
beta-Glutamic_acid,class,Fatty_Acyls
beta-Glutamic_acid,subclass,Fatty_acids_and_conjugates
beta-Glutamic_acid,level 5,Amino_fatty_acids
beta-Glutamic_acid,level 6,Amino_fatty_acids
beta-Glutamic_acid,level 7,Amino_fatty_acids
beta-Glutamic_acid,level 8,Amino_fatty_acids
Anserine,kingdom,Organic_compounds
Anserine,superclass,Organic_acids_and_derivatives
Anserine,class,Peptidomimetics
Anserine,subclass,Hybrid_peptides
Anserine,level 5,Hybrid_peptides
Anserine,level 6,Hybrid_peptides
Anserine,level 7,Hybrid_peptides
Anserine,level 8,Hybrid_peptides
N-Acetylmuramic_acid,kingdom,Organic_compounds
N-Acetylmuramic_acid,superclass,Organic_oxygen_compounds
N-Acetylmuramic_acid,class,Organooxygen_compounds
N-Acetylmuramic_acid,subclass,Carbohydrates_and_carbohydrate_conjugates
N-Acetylmuramic_acid,level 5,Aminosaccharides
N-Acetylmuramic_acid,level 6,Amino_sugars
N-Acetylmuramic_acid,level 7,Acylaminosugars
N-Acetylmuramic_acid,level 8,Acylaminosugars
Hypoxanthine,kingdom,Organic_compounds
Hypoxanthine,superclass,Organoheterocyclic_compounds
Hypoxanthine,class,Imidazopyrimidines
Hypoxanthine,subclass,Purines_and_purine_derivatives
Hypoxanthine,level 5,Purinones
Hypoxanthine,level 6,Hypoxanthines
Hypoxanthine,level 7,Hypoxanthines
Hypoxanthine,level 8,Hypoxanthines
Threonic_acid,kingdom,Organic_compounds
Threonic_acid,superclass,Organic_oxygen_compounds
Threonic_acid,class,Organooxygen_compounds
Threonic_acid,subclass,Carbohydrates_and_carbohydrate_conjugates
Threonic_acid,level 5,Sugar_acids_and_derivatives
Threonic_acid,level 6,Sugar_acids_and_derivatives
Threonic_acid,level 7,Sugar_acids_and_derivatives
Threonic_acid,level 8,Sugar_acids_and_derivatives
Propionylglycine,kingdom,Organic_compounds
Propionylglycine,superclass,Organic_acids_and_derivatives
Propionylglycine,class,Carboxylic_acids_and_derivatives
Propionylglycine,subclass,Amino_acids_peptides_and_analogues
Propionylglycine,level 5,Amino_acids_and_derivatives
Propionylglycine,level 6,Alpha_amino_acids_and_derivatives
Propionylglycine,level 7,N-acyl-alpha_amino_acids_and_derivatives
Propionylglycine,level 8,N-acyl-alpha_amino_acids
Succinylglycine,kingdom,Organic_compounds
Succinylglycine,superclass,Organic_acids_and_derivatives
Succinylglycine,class,Carboxylic_acids_and_derivatives
Succinylglycine,subclass,Amino_acids_peptides_and_analogues
Succinylglycine,level 5,Amino_acids_and_derivatives
Succinylglycine,level 6,Alpha_amino_acids_and_derivatives
Succinylglycine,level 7,N-acyl-alpha_amino_acids_and_derivatives
Succinylglycine,level 8,N-acyl-alpha_amino_acids
Acetylglycine,kingdom,Organic_compounds
Acetylglycine,superclass,Organic_acids_and_derivatives
Acetylglycine,class,Carboxylic_acids_and_derivatives
Acetylglycine,subclass,Amino_acids_peptides_and_analogues
Acetylglycine,level 5,Amino_acids_and_derivatives
Acetylglycine,level 6,Alpha_amino_acids_and_derivatives
Acetylglycine,level 7,N-acyl-alpha_amino_acids_and_derivatives
Acetylglycine,level 8,N-acyl-alpha_amino_acids
Butyrylglycine,kingdom,Organic_compounds
Butyrylglycine,superclass,Organic_acids_and_derivatives
Butyrylglycine,class,Carboxylic_acids_and_derivatives
Butyrylglycine,subclass,Amino_acids_peptides_and_analogues
Butyrylglycine,level 5,Amino_acids_and_derivatives
Butyrylglycine,level 6,Alpha_amino_acids_and_derivatives
Butyrylglycine,level 7,N-acyl-alpha_amino_acids_and_derivatives
Butyrylglycine,level 8,N-acyl-alpha_amino_acids
Ergothioneine,kingdom,Organic_compounds
Ergothioneine,superclass,Organic_acids_and_derivatives
Ergothioneine,class,Carboxylic_acids_and_derivatives
Ergothioneine,subclass,Amino_acids_peptides_and_analogues
Ergothioneine,level 5,Amino_acids_and_derivatives
Ergothioneine,level 6,Alpha_amino_acids_and_derivatives
Ergothioneine,level 7,Histidine_and_derivatives
Ergothioneine,level 8,Histidine_and_derivatives
23-Pyridinedicarboxylic_acid,kingdom,Organic_compounds
23-Pyridinedicarboxylic_acid,superclass,Organoheterocyclic_compounds
23-Pyridinedicarboxylic_acid,class,Pyridines_and_derivatives
23-Pyridinedicarboxylic_acid,subclass,Pyridinecarboxylic_acids_and_derivatives
23-Pyridinedicarboxylic_acid,level 5,Pyridinecarboxylic_acids
23-Pyridinedicarboxylic_acid,level 6,Pyridinecarboxylic_acids
23-Pyridinedicarboxylic_acid,level 7,Pyridinecarboxylic_acids
23-Pyridinedicarboxylic_acid,level 8,Pyridinecarboxylic_acids
Glutamylphenylalanine,kingdom,Organic_compounds
Glutamylphenylalanine,superclass,Organic_acids_and_derivatives
Glutamylphenylalanine,class,Carboxylic_acids_and_derivatives
Glutamylphenylalanine,subclass,Amino_acids_peptides_and_analogues
Glutamylphenylalanine,level 5,Amino_acids_and_derivatives
Glutamylphenylalanine,level 6,Alpha_amino_acids_and_derivatives
Glutamylphenylalanine,level 7,Phenylalanine_and_derivatives
Glutamylphenylalanine,level 8,Phenylalanine_and_derivatives
N-Acetyl-L-glutamic_acid,kingdom,Organic_compounds
N-Acetyl-L-glutamic_acid,superclass,Organic_acids_and_derivatives
N-Acetyl-L-glutamic_acid,class,Carboxylic_acids_and_derivatives
N-Acetyl-L-glutamic_acid,subclass,Amino_acids_peptides_and_analogues
N-Acetyl-L-glutamic_acid,level 5,Amino_acids_and_derivatives
N-Acetyl-L-glutamic_acid,level 6,Alpha_amino_acids_and_derivatives
N-Acetyl-L-glutamic_acid,level 7,Glutamic_acid_and_derivatives
N-Acetyl-L-glutamic_acid,level 8,Glutamic_acid_and_derivatives
