,Compound.Type,Column,Compound.Name,,IUPAC.Name,InChI.Key.Name,Canon.SMILES.Name
216,New2,HILIC,Glycerophosphocholine,,"[(2R)-2,3-dihydroxypropyl] 2-(trimethylazaniumyl)ethyl phosphate",SUHOQUVVVLNYQR-MRVPVSSYSA-N,C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O
217,Amino Acid,HILIC,Glycine,,2-aminoacetic acid,DHMQDGOQFOQNFH-UHFFFAOYSA-N,C(C(=O)O)N
218,Energy charge,HILIC,Guanosine monophosphate,,"[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",RQFCJASXJCIDSX-UUOKFMHZSA-N,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N
219,Energy charge,HILIC,Guanosine triphosphate,,"[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",XKMLYUALXHKNFT-UUOKFMHZSA-N,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N
220,Nucleic Acid,HILIC,Guanine,,"2-amino-1,7-dihydropurin-6-one",UYTPUPDQBNUYGX-UHFFFAOYSA-N,C1=NC2=C(N1)C(=O)NC(=N2)N
221,Nucleic Acid,HILIC,Guanine,,,,
222,Nucleoside,HILIC,Guanosine,,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one",NYHBQMYGNKIUIF-UUOKFMHZSA-N,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N
223,Nucleoside,HILIC,Guanosine,,,,
224,Internal Standard,HILIC,"GMP, 15N5",,,,
225,Amino Acid,HILIC,L-Histidine,,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,HNDVDQJCIGZPNO-YFKPBYRVSA-N,C1=C(NC=N1)CC(C(=O)O)N
226,Osmolyte,HILIC,Homarine,,1-methylpyridin-1-ium-2-carboxylate,BRTLKRNVNFIOPJ-UHFFFAOYSA-N,C[N+]1=CC=CC=C1C(=O)[O-]
227,New,HILIC,Homocysteine thiolactone,,(3S)-3-aminothiolan-2-one,KIWQWJKWBHZMDT-VKHMYHEASA-N,C1CSC(=O)C1N
228,New,HILIC,L-Homocystine,,(2S)-2-amino-4-[[(3S)-3-amino-3-carboxypropyl]disulfanyl]butanoic acid,ZTVZLYBCZNMWCF-WDSKDSINSA-N,C(CSSCCC(C(=O)O)N)C(C(=O)O)N
229,New,HILIC,L-Homoserine,,(2S)-2-amino-4-hydroxybutanoic acid,UKAUYVFTDYCKQA-VKHMYHEASA-N,C(CO)C(C(=O)O)N
230,Co-enzyme A,HILIC,(S)-3-Hydroxybutyryl-CoA,,"S-[2-[3-[[4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] (3S)-3-hydroxybutanethioate",QHHKKMYHDBRONY-BEVJUKKNSA-N,CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O
231,Amino Acid - collagen,HILIC,L-Hydroxylysine,,"(2S,5R)-2,6-diamino-5-hydroxyhexanoic acid",YSMODUONRAFBET-UHNVWZDZSA-N,C(CC(C(=O)O)N)C(CN)O
232,Sulfur,HILIC,Hypotaurine,,2-aminoethanesulfinic acid,VVIUBCNYACGLLV-UHFFFAOYSA-N,C(CS(=O)O)N
233,Phytohormone,HILIC,Indole-3-carbinol,,1H-indol-3-ylmethanol,IVYPNXXAYMYVSP-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CO
234,Phytohormone,HILIC,Indolepyruvic acid,,3-(1H-indol-3-yl)-2-oxopropanoic acid,RSTKLPZEZYGQPY-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O
235,Sulfur,HILIC,Isethionic acid,,2-hydroxyethanesulfonic acid,SUMDYPCJJOFFON-UHFFFAOYSA-N,C(CS(=O)(=O)O)O
236,Internal Standard,HILIC,"Isethionic acid, 13C2",,,,
237,Organic Acid,HILIC,Isocitric acid,,"1-hydroxypropane-1,2,3-tricarboxylic acid",ODBLHEXUDAPZAU-UHFFFAOYSA-N,C(C(C(C(=O)O)O)C(=O)O)C(=O)O
238,Amino Acid,HILIC,L-Isoleucine,,"(2S,3S)-2-amino-3-methylpentanoic acid",AGPKZVBTJJNPAG-WHFBIAKZSA-N,CCC(C)C(C(=O)O)N
239,New,HILIC,2-keto-4-methylthiobutyric acid,,4-methylsulfanyl-2-oxobutanoic acid,SXFSQZDSUWACKX-UHFFFAOYSA-N,CSCCC(=O)C(=O)O
240,Organic Acid,HILIC,2-Ketoglutaric acid,,2-oxopentanedioic acid,KPGXRSRHYNQIFN-UHFFFAOYSA-N,C(CC(=O)O)C(=O)C(=O)O
241,Amino Acid,HILIC,L-Kynurenine,,(2S)-2-amino-4-(2-aminophenyl)-4-oxobutanoic acid,YGPSJZOEDVAXAB-QMMMGPOBSA-N,C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N
242,Internal Standard,HILIC,"L-Cysteic acid, 2H3",,,,
243,Amino Acid,HILIC,L-Leucine,,(2S)-2-amino-4-methylpentanoic acid,ROHFNLRQFUQHCH-YFKPBYRVSA-N,CC(C)CC(C(=O)O)N
244,Amino Acid synthesis,HILIC,L-Homocysteine,,(2S)-2-amino-4-sulfanylbutanoic acid,FFFHZYDWPBMWHY-VKHMYHEASA-N,C(CS)C(C(=O)O)N
245,Organic Acid,HILIC,Lipoic acid,,5-[(3R)-dithiolan-3-yl]pentanoic acid,AGBQKNBQESQNJD-SSDOTTSWSA-N,C1CSSC1CCCCC(=O)O
246,Internal Standard,HILIC,"L-Isoleucine, 15N",,,,
247,Internal Standard,HILIC,"L-Methionine, 2H3",,,,
248,New2,HILIC,5-Oxoproline,,(2S)-5-oxopyrrolidine-2-carboxylic acid,ODHCTXKNWHHXJC-VKHMYHEASA-N,C1CC(=O)NC1C(=O)O
249,New2,HILIC,5-Oxoproline,,,,
250,Amino Acid,HILIC,L-Lysine,,"(2S)-2,6-diaminohexanoic acid",KDXKERNSBIXSRK-YFKPBYRVSA-N,C(CCN)CC(C(=O)O)N
251,Organic Acid,HILIC,Malic acid,,2-hydroxybutanedioic acid,BJEPYKJPYRNKOW-UHFFFAOYSA-N,C(C(C(=O)O)O)C(=O)O
252,Co-enzyme A,HILIC,Malonyl-CoA,,"3-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-3-oxopropanoic acid",LTYOQGRJFJAKNA-DVVLENMVSA-N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O
253,New2,HILIC,Maltotetraose,,"(2R,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6R)-6-[(2R,3S,4R,5R,6R)-4,5-dihydroxy-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",LUEWUZLMQUOBSB-ZLBHSGTGSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O
254,New2,HILIC,Maltotriose,,"(2R,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6R)-4,5-dihydroxy-2-(hydroxymethyl)-6-[(2R,3S,4R,5R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",FYGDTMLNYKFZSV-DZOUCCHMSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O
255,Sulfur,HILIC,Sodium 2-mercaptoethanesulfonate,,sodium;2-sulfanylethanesulfonate,XOGTZOOQQBDUSI-UHFFFAOYSA-M,C(CS(=O)(=O)[O-])S.[Na+]
256,Amino Acid,HILIC,L-Methionine,,(2S)-2-amino-4-methylsulfanylbutanoic acid,FFEARJCKVFRZRR-BYPYZUCNSA-N,CSCCC(C(=O)O)N
257,New,HILIC,L-Methionine S-oxide,,(2S)-2-amino-4-methylsulfinylbutanoic acid,QEFRNWWLZKMPFJ-YGVKFDHGSA-N,CS(=O)CCC(C(=O)O)N
258,Co-enzyme A,HILIC,D-Methylmalonyl-CoA,,"(2S)-3-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-methyl-3-oxopropanoic acid",MZFOKIKEPGUZEN-IBNUZSNCSA-N,CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
259,Organic Acid,HILIC,Methylphosphonic acid,,methylphosphonic acid,YACKEPLHDIMKIO-UHFFFAOYSA-N,CP(=O)(O)O
260,Peptidoglycan,HILIC,Muramic acid,,"(2R)-2-[(3R,4R,5S,6R)-3-amino-2,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoic acid",MSFSPUZXLOGKHJ-PGYHGBPZSA-N,CC(C(=O)O)OC1C(C(OC(C1O)CO)O)N
261,New,HILIC,N6-Acetyl-L-lysine,,(2S)-6-acetamido-2-aminohexanoic acid,DTERQYGMUDWYAZ-ZETCQYMHSA-N,CC(=O)NCCCCC(C(=O)O)N
262,New,HILIC,O-Acetyl-L-serine,,(2S)-3-acetyloxy-2-aminopropanoic acid,VZXPDPZARILFQX-BYPYZUCNSA-N,CC(=O)OCC(C(=O)O)N
263,Sulfur,HILIC,N-Acetyltaurine,,2-acetamidoethanesulfonic acid,CXJAAWRLVGAKDV-UHFFFAOYSA-N,CC(=O)NCCS(=O)(=O)O
264,Redox,HILIC,NAD,,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate",BAWFJGJZGIEFAR-NNYOXOHSSA-N,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
265,Redox,HILIC,NADH,,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",BOPGDPNILDQYTO-NNYOXOHSSA-N,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O
266,Redox,HILIC,NADP,,"[[(2R,3R,4R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",XJLXINKUBYWONI-NNYOXOHSSA-O,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N
267,Redox,HILIC,NADPH,,"[[(2R,3R,4R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",ACFIXJIJDZMPPO-NNYOXOHSSA-N,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O
268,Sulfur,HILIC,N-Methyltaurine,,2-(methylamino)ethanesulfonic acid,SUZRRICLUFMAQD-UHFFFAOYSA-N,CNCCS(=O)(=O)O
269,New2,HILIC,Ophthalmic acid,,(2S)-2-amino-5-[[(2S)-1-(carboxymethylamino)-1-oxobutan-2-yl]amino]-5-oxopentanoic acid,JCMUOFQHZLPHQP-BQBZGAKWSA-N,CCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
270,New,HILIC,L-Ornithine,,"(2S)-2,5-diaminopentanoic acid",AHLPHDHHMVZTML-BYPYZUCNSA-N,C(CC(C(=O)O)N)CN
271,Organic Acid,HILIC,Orotic acid,,"2,4-dioxo-1H-pyrimidine-6-carboxylic acid",PXQPEWDEAKTCGB-UHFFFAOYSA-N,C1=C(NC(=O)NC1=O)C(=O)O
272,Organic Acid,HILIC,Oxalic acid,,Oxalic acid,MUBZPKHOEPUJKR-UHFFFAOYSA-N,C(=O)(C(=O)O)O
273,Organic Acid,HILIC,Phosphoenolpyruvic acid,,2-phosphonooxyprop-2-enoic acid,DTBNBXWJWCWCIK-UHFFFAOYSA-N,C=C(C(=O)O)OP(=O)(O)O
274,Sugar phosphate,HILIC,3-Phosphoglycerate,,2-hydroxy-3-phosphonooxypropanoic acid,OSJPPGNTCRNQQC-UHFFFAOYSA-N,C(C(C(=O)O)O)OP(=O)(O)O
275,Quorum sensing,HILIC,2-Heptyl-3-hydroxy-quinolone,,2-heptyl-3-hydroxy-1H-quinolin-4-one,CEIUIHOQDSVZJQ-UHFFFAOYSA-N,CCCCCCCC1=C(C(=O)C2=CC=CC=C2N1)O
276,Amino Acid,HILIC,L-Proline,,(2S)-pyrrolidine-2-carboxylic acid,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C1CC(NC1)C(=O)O
277,Sulfur,HILIC,1-Propanesulfonate,,propane-1-sulfonate,KCXFHTAICRTXLI-UHFFFAOYSA-M,CCCS(=O)(=O)[O-]
278,Co-enzyme A,HILIC,Propanoyl-CoA,,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] propanethioate",QAQREVBBADEHPA-IEXPHMLFSA-N,CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
279,New2,HILIC,O-Propionylcarnitine,,3-propanoyloxy-4-(trimethylazaniumyl)butanoate,UFAHZIUFPNSHSL-UHFFFAOYSA-N,CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
280,Lignin,HILIC,"2,5-Dihydroxybenzoic acid",,"2,5-dihydroxybenzoic acid",WXTMDXOMEHJXQO-UHFFFAOYSA-N,C1=CC(=C(C=C1O)C(=O)O)O
281,Redox,HILIC,Riboflavin-5-phosphate,,"[(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate",FVTCRASFADXXNN-SCRDCRAPSA-N,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O
282,Redox,HILIC,Riboflavin-5-phosphate,,,,
283,Sugar phosphate,HILIC,D-Ribose 5-phosphate,,"[(2R,3S,4R)-3,4,5-trihydroxyoxolan-2-yl]methyl dihydrogen phosphate",KTVPXOYAKDPRHY-SOOFDHNKSA-N,C(C1C(C(C(O1)O)O)O)OP(=O)(O)O
284,Antioxidant,HILIC,Salicylic acid,,2-hydroxybenzoic acid,YGSDEFSMJLZEOE-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)O)O
285,Glycine metabolite,HILIC,Sarcosine,,2-(methylamino)acetic acid,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,CNCC(=O)O
286,Amino Acid,HILIC,L-Serine,,(2S)-2-amino-3-hydroxypropanoic acid,MTCFGRXMJLQNBG-REOHCLBHSA-N,C(C(C(=O)O)N)O
287,New2,HILIC,S-Farnesyl-L-cysteine methyl ester,,"methyl (2R)-2-amino-3-[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienyl]sulfanylpropanoate",SIEHZFPZQUNSAS-GCVUPTOQSA-N,CC(=CCCC(=CCCC(=CCSCC(C(=O)OC)N)C)C)C
288,Amino Acid synthesis,HILIC,Shikimic acid,,"(3R,4S,5R)-3,4,5-trihydroxycyclohexene-1-carboxylic acid",JXOHGGNKMLTUBP-HSUXUTPPSA-N,C1C(C(C(C=C1C(=O)O)O)O)O
289,New,HILIC,Proline betaine,,"(2S)-1,1-dimethylpyrrolidin-1-ium-2-carboxylate",CMUNUTVVOOHQPW-LURJTMIESA-N,C[N+]1(CCCC1C(=O)[O-])C
290,Organic Acid,HILIC,Succinic acid,,butanedioic acid,KDYFGRWQOYBRFD-UHFFFAOYSA-N,C(CC(=O)O)C(=O)O
291,Internal Standard,HILIC,"Succinic acid, 2H4",,,,
292,Co-enzyme A,HILIC,Succinyl-CoA,,"4-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4-oxobutanoic acid",VNOYUJKHFWYWIR-ITIYDSSPSA-N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O
293,New,HILIC,Sucrose,,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",CZMRCDWAGMRECN-UGDNZRGBSA-N,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O
294,Internal Standard,HILIC,"Sucrose, 13C",,,,
295,Sulfur,HILIC,Sulfoacetic acid,,2-sulfoacetic acid,AGGIJOLULBJGTQ-UHFFFAOYSA-N,C(C(=O)O)S(=O)(=O)O
296,Internal Standard,HILIC,"Sulfoacetic acid, 13C2",,,,
297,Sulfur,HILIC,Sulfolactic Acid,,2-hydroxy-2-sulfopropanoic acid,COMVEZIIQHBEJL-UHFFFAOYSA-N,CC(C(=O)O)(O)S(=O)(=O)O
298,Internal Standard,HILIC,"3-Sulfolactate, 13C3",,,,
299,Sulfur,HILIC,Taurine,,2-aminoethanesulfonic acid,XOAAWQZATWQOTB-UHFFFAOYSA-N,C(CS(=O)(=O)O)N
300,Sulfur,HILIC,Taurine,,,,
301,Internal Standard,HILIC,"Taurine, 2H4",,,,
302,Vitamin (B1-derivative),HILIC,Thiamine monophosphate,,"2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl dihydrogen phosphate",HZSAJDVWZRBGIF-UHFFFAOYSA-O,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O
303,Vitamin (B1-derivative),HILIC,Thiamine diphosphate,,"2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl phosphono hydrogen phosphate",AYEKOFBPNLCAJY-UHFFFAOYSA-O,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O
304,Amino Acid,HILIC,L-Threonine,,"(2S,3R)-2-amino-3-hydroxybutanoic acid",AYFVYJQAPQTCCC-GBXIJSLDSA-N,CC(C(C(=O)O)N)O
305,Nucleoside,HILIC,Thymidine,,"1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione",IQFYYKKMVGJFEH-XLPZGREQSA-N,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
306,Nucleic Acid,HILIC,Thymine,,"5-methyl-1H-pyrimidine-2,4-dione",RWQNBRDOKXIBIV-UHFFFAOYSA-N,CC1=CNC(=O)NC1=O
307,Nucleic Acid,HILIC,Thymine,,,,
308,Amino Acid - collagen,HILIC,Hydroxyproline,,"(2S,4R)-4-hydroxypyrrolidine-2-carboxylic acid",PMMYEEVYMWASQN-DMTCNVIQSA-N,C1C(CNC1C(=O)O)O
309,Antioxidant,HILIC,Trehalose,,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-3,4,5-triol",HDTRYLNUVZCQOY-LIZSDCNHSA-N,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O
310,Internal Standard,HILIC,"Trehalose, 13C",,,,
311,New,HILIC,Trigonelline,,1-methylpyridin-1-ium-3-carboxylate,WWNNZCOKKKDOPX-UHFFFAOYSA-N,C[N+]1=CC=CC(=C1)C(=O)[O-]
312,New2,HILIC,Trimethylamine,,"N,N-dimethylmethanamine",GETQZCLCWQTVFV-UHFFFAOYSA-N,CN(C)C
313,New2,HILIC,Trimethylamine N-oxide,,"N,N-dimethylmethanamine oxide",UYPYRKYUKCHHIB-UHFFFAOYSA-N,C[N+](C)(C)[O-]
314,Amino Acid,HILIC,L-Tyrosine,,(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid,OUYCCCASQSFEME-QMMMGPOBSA-N,C1=CC(=CC=C1CC(C(=O)O)N)O
315,Nucleotide sugar,HILIC,UDP-N-acetylglucosamine,,"[(2R,3R,4R,5S,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] [[(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] hydrogen phosphate",LFTYTUAZOPRMMI-CFRASDGPSA-N,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
316,Nucleotide sugar,HILIC,UDP-glucose,,"[[(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate",HSCJRCZFDFQWRP-JZMIEXBBSA-N,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O
317,Nucleic Acid,HILIC,Uracil,,"1H-pyrimidine-2,4-dione",ISAKRJDGNUQOIC-UHFFFAOYSA-N,C1=CNC(=O)NC1=O
318,Nucleoside,HILIC,Uridine,,"1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione",DRTQHJPVMGBUCF-XVFCMESISA-N,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O
319,Amino Acid,HILIC,L-Valine,,(2S)-2-amino-3-methylbutanoic acid,KZSNJWFQEVHDMF-BYPYZUCNSA-N,CC(C)C(C(=O)O)N
320,Vitamin,HILIC,Nicotinic acid,,pyridine-3-carboxylic acid,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)O
321,New3,HILIC,Dimethylsulfonioacetate,,2-dimethylsulfonioacetate,PSBDWGZCVUAZQS-UHFFFAOYSA-N,C[S+](C)CC(=O)[O-]
322,New3,HILIC,Gonyol,,(3S)-5-(Dimethylsulfonio)-3-hydroxypentanoate,BGFHLXJVANJCHK-ZCFIWIBFSA-N,C[S+](C)CCC(CC(=O)[O-])O
323,New3,HILIC,Turicine,,"(2R,4R)-4-hydroxy-1,1-dimethylpyrrolidin-1-ium-2-carboxylate",MUNWAHDYFVYIKH-PHDIDXHHSA-N,C[N+]1(CC(CC1C(=O)[O-])O)C
324,New3,HILIC,Betonicine,,"(2S,4R)-4-hydroxy-1,1-dimethylpyrrolidin-1-ium-2-carboxylate",MUNWAHDYFVYIKH-RITPCOANSA-N,C[N+]1(CC(CC1C(=O)[O-])O)C
325,New3,HILIC,O-Methylmalonyl-L-carnitine,,(3R)-3-(2-carboxypropanoyloxy)-4-(trimethylazaniumyl)butanoate,XROYFEWIXXCPAW-BRFYHDHCSA-N,CC(C(=O)O)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C
326,New3,HILIC,Succinic semialdehyde,,4-oxobutanoic acid,UIUJIQZEACWQSV-UHFFFAOYSA-N,C(CC(=O)O)C=O
327,New3,HILIC,Arsenobetaine,,2-trimethylarsoniumylacetate,SPTHHTGLGVZZRH-UHFFFAOYSA-N,C[As+](C)(C)CC(=O)[O-]
328,New3,RP,Arsenobetaine,,2-trimethylarsoniumylacetate,SPTHHTGLGVZZRH-UHFFFAOYSA-N,C[As+](C)(C)CC(=O)[O-]
329,New3,HILIC,Dexpanthenol,,"(2R)-2,4-dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide",SNPLKNRPJHDVJA-ZETCQYMHSA-N,CC(C)(CO)C(C(=O)NCCCO)O
330,New3,RP,Dexpanthenol,,"(2R)-2,4-dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide",SNPLKNRPJHDVJA-ZETCQYMHSA-N,CC(C)(CO)C(C(=O)NCCCO)O
331,New3,HILIC,Sulfanilic acid,,4-aminobenzenesulfonic acid,HVBSAKJJOYLTQU-UHFFFAOYSA-N,C1=CC(=CC=C1N)S(=O)(=O)O
332,New3,HILIC,Inosine,,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one",UGQMRVRMYYASKQ-KQYNXXCUSA-N,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O
333,New3,HILIC,Inosine,,,,
